engagement,procedural,procedural_question,question,weak_question,topic_intro,uids_str,committee_position,committee_position_next,committee_position_prev,pid,pid_next,pid_prev,simple_label,simple_label_next,simple_label_prev,text,text_next,text_prev,uid_next,uid_prev,uids,vid
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[3071279],Member,Member,Member,9,118,31,Legislator,Bill Author,Legislator,"If not that, shampoo and brew would work as well.",We'll pursue that later. Thank you for your suggestion. Thank you.,Without objection.,3071281,3115333,[3071279],4496
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[5822606, 5822616, 5822620, 5822624, 5822628, 5901168, 5901169, 5901170]",Member,Not In Committee,Chair,69,115,72,Legislator,Bill Author,Legislator,"Yes Assembly Member. I'm a little torn. I see the issue on both sides because in my experience in the EMS, it's kind of funny, a lot of the folks from Southern California, I've been to a lot of those facilities, so I've seen firsthand what you go through the day to day operations whether it's in the morning, noon, or night., The patients that are in these facilities need the best care possible. And we're looking at one way to address it. But I think we've gotta look at how do we make this more of a profession?, How do we make it so it's not a high turnover rate where these CNAs kind of get tired of their job, don't feel appreciated because the way they're being treated or pray whatever that., So it's a combination of everything. But I think we're going in the right direction. Assembly Member Calderon I appreciate your bill. I look forward to helping you with that and I like once again I would urge folks to really see what they do their jobs, because I've been there in many of these places., Assembly talked about that lift, lifting patients. I've helped some of you CNA's back in Southern California with that lift, because you didn't have any help to take that patient out of bed, or put in him bed., And when I was there bringing somebody, taking somebody I've seen first hand how difficult it is and some of the stings you're required to do, you need more than just one body to help you. More than just you, you need somebody else., So with that I'm looking to support it and how we can also look at like once again to make this a career where people can be there 20, 30 years not just for 2 to 3 years or months for that rather and then we go again have that high turn over rate., Right, so with that I thank you for moving this bill forward.","And I appreciate your comments Mr. Rodriguez, I whole heartedly support what you're saying, and I do see this as a jobs bill. We're creating a demand and as we know when you create jobs you create the demand and private industry or somebody is going to come in and provide with the supply, and that's what we're all going to work on together with the passage of this bill.",Mr. Rodriguez.,5822630,5822604,"[5822606, 5822616, 5822620, 5822624, 5822628, 5901168, 5901169, 5901170]",6790
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1722235],Member,Not In Committee,Member,42,51,72,Legislator,Bill Author,Legislator,And we have a motion. If I can just go ahead and jump in here to say it would be appropriate for the author to indicate whether you are accepting the committee amendments or not.,"Yes, we are.","That's what it feels like and when I look at this here. I get that the incentives may not be appropriate, but I just fundamentally disagree that taking a fairly narrow definition and broader guidelines around that definition is the appropriate way to do that without more of a fundamental discussion about the definition of court reporting. So I won't be supporting the bill.",1722239,1722043,[1722235],1634
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2064661],Not In Committee,Not In Committee,Member,84,2,45,Legislator,Bill Author,Legislator,"Seeing no further questions or comments from the committee. We have a motion and a second. I'd ask Clerk to please call the roll. Oh, I'm sorry. Mr. Bloom, you may close.","Thank you Mr. Chair, and with respect, I certainly do respect your position on this. But I do wanna point out that in addition to those parts of the Governor's message that you cited, the Governor invited us back to the table to discuss resolution of this issue.","It's getting people's eyes upon it, which is just the way this delivery process works. I thank you for bringing it forward. Mr. Bloom.",2064671,2064655,[2064661],1941
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2064661],Not In Committee,Not In Committee,Member,84,2,45,Legislator,Bill Author,Legislator,"Seeing no further questions or comments from the committee. We have a motion and a second. I'd ask Clerk to please call the roll. Oh, I'm sorry. Mr. Bloom, you may close.","Thank you Mr. Chair, and with respect, I certainly do respect your position on this. But I do wanna point out that in addition to those parts of the Governor's message that you cited, the Governor invited us back to the table to discuss resolution of this issue.","It's getting people's eyes upon it, which is just the way this delivery process works. I thank you for bringing it forward. Mr. Bloom.",2064671,2064655,[2064661],1941
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2785835],Member,Member,Member,31,3,114,Legislator,Bill Author,Bill Author,"Ms. Bonilla, you may open.",Thank you Mr speaker and members. AB 179 is back on concurrence. It's the sunset extension bill for the dental board and the board of vocational nursing and psychiatric technicians and addresses other sunset review related issues. The Senate amendments allow the dental board to suspend the dental assistant practical exam based upon review and analysis of the exam,Thank you Mr. Speaker. Members this is a good thing for congestion management tools in the State of California. I urge your aye vote. Thank you.,2785837,2785815,[2785835],4300
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[9339960],Member,Member,Member,7492,53,8,Legislator,Bill Author,Bill Author,"Ms. Gonzalez, you are recognized.","AB 2121 is back for concurrent Senate amendments, add the American National Standards Institute as accreditation agency. The amendment also removes criminal penalties, in making them civil and administrative instead. This bill has now no opposition and received bipartisan support in both the Assembly and Senate. I respectfully ask for your aye vote.","No, it has nothing to do with that.",9339961,9339945,[9339960],16374
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[14106004, 14106005]",Member,Not In Committee,Not In Committee,66,112,2998,Legislator,Bill Author,General Public,"The bill has 9 votes. We will hold the roll open for the absent members., We'll go now to AB 987.","Thank you, members. Out of AB 987 will simply increase the total membership of the Advisory Committee to 12, and includes the members in the Department of Justice. Currently, the membership includes five members from regulated gaming and give members from the public. By increasing the membership to include two members to the DOJ, it will increase the police participation on the Advisory Committee by opening two seats to public membership, including law enforcement. Increase the efficiency of the Committee by streamlining communications with the DOJ. I respectfully ask for an aye vote.","[Aye.] Bradford, aye. Cannella? Gaines? Galgiani? [Aye.] Galgiani Aye. Glazer? [Aye.] Glazer, aye. Hill? [Aye.] Hill aye, Hueso? Lara? Mendoza? [Aye.] Mendoza aye, Portantino? Portantino aye, Vidak? [Aye.] Vidak aye.",14106006,14105885,"[14106004, 14106005]",28952
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[13613913],Member,Member,Not In Committee,100,92,2998,Legislator,Bill Author,General Public,Senator. Beall.,"Good afternoon Madam President and members, this bill SB 192 creates the Mental Health Services Act Reversion Fund. Now when the Mental Health Services Act, Prop 63, was passed in 2004 to fund the community programs to reduce mental health need at the local level.","Senate bill 150, by Senator Allen, an act relating to transportation.",13613914,13613866,[13613913],27907
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[12877706],Member,Member,Not In Committee,62,100941,2998,Legislator,Bill Author,General Public,Senator Newman.,"Thank you Madam President. Senators, SB 660 will allow private parties to provide the California Air Resources Board with additional resources needed to hire additional needed staff for the processing of aftermarket automotive part certifications. By statute, the aftermarket parts division, the California Air Resources Board has the responsibility for",Senate bill 660 by Senator Newman an act going to vehicular air pollution.,12877707,12877705,[12877706],27197
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[3212167],Member,Member,Member,24,96,96,Legislator,Bill Author,Bill Author,Without objection.,"Thank you. Thank you Mr. President, members for allowing me to...","Thank you Mr. President and members. I would like to ask for unanimous consent to take up item number 49, SCR 55 regarding Locke, California.",3212169,3212163,[3212167],4573
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[15073725],Member,Member,Member,31,91,100927,Legislator,Bill Author,Legislator,"The vote on AB 431 was 65, zero. Thank you. And that's Senate amendments being concurred, and we are at file item 13, AB 446, the bill has been read, I believe, Mr. Bigelow, you may open.","Thank you, Mr. Speaker, and sorry for the delay for members. AB 446 is also back to the Assembly for concurrence, I eagerly encourage an aye vote on this bill.","Thank you, Mr. Speaker, good morning, members. I'm proud to welcome my 10 year old daughter, Celeste Cunningham, the world's biggest Harry Potter fan. I promised that if I introduced her I would say that, thank you very much for welcoming Celeste to the floor.",15073727,15073680,[15073725],30253
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[601048, 601054]",Member,Member,Not In Committee,3,7,85,Legislator,Bill Author,Legislator,"Well, I, I, I have a lot of questions about the bill. I'm gonna support it today but, I, I do hope we can keep talking about these issues. I'm not convince that what we're asking is, is gonna achieve the outcome we want., And so I'll reserve my right, when it comes to the floor, to see if we've worked more on this bill.","I very much appreciate that, and, and I, in my last conversation with pharm I had requested to see if there was, if there was a way to, to gather all the information that's out there because frankly, if any of you have tried to take a look at it, it's very hard to, to discern.",Assembly member Bonilla,601056,600854,"[601048, 601054]",638
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[600154],Not In Committee,Member,Member,85,7,67,Legislator,Bill Author,Bill Author,Assembly Member Chiu please proceed when you're ready.,Good afternoon. Thank you colleagues. I very much appreciate your consideration of AB463 to bring more transparency to our recent skyrocketing of the cost of specialty drugs.,Thank you Mr. Lackey.,600156,599944,[600154],637
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[15972640, 15972644, 15972646, 15972647, 15972649, 15972650, 15972651, 15972654, 15972658, 15972660, 15972663, 15972665, 15972667]",Member,Not In Committee,Member,92,81,4657,Legislator,Bill Author,Legislator,"I don't think I'm that famous. At least, I don't want to be. This is a very important issue I think in a lot of ways. I don't think it's an issue that is a easy one. Okay, I'm just saying that in my district, we have a company called Apple. Apple has built the, I think it's now the biggest single structure and it's opening up later this year, in California. Biggest single structure in California to be their corporate headquarters, in Cupertino., See, Cupertino approves the Apple building. Surely they're after it was approved, and while the Apple building was under construction, the shopping center across the street, across the freeway, the 280 freeway. It's named Valco shopping center. Applied to the City of Cupertino which is about 40,000 people in the City of Cupertino. Very wealthy community. You look at the income. It's in the westerly part of San Jose., Applied for a planned development rezoning and development permit to create a multi-million square feet a mixed use development, including revitalizing or redoing the shopping center, putting housing, commercial activity, and so forth., It became controversial in the City of Cupertino. The City Council reviewed and approved the project with some specific mitigation measures after an EIR was done on the project. However, what happened was the citizens of Cupertino had a petition that would change the project in deny the project. The signatures were collected. I think it had some things like it would limit the height of any building in Cupertino to three stories., There's all kind of development restrictions in the citizens' initiative in response to this project. Concern was of course was a lot of traffic, the Apple, the congestion that's already in Silicon Valley and so forth., The citizens petition was responded to by the developer By applying for a initiative to approve a development that was somewhat different, and without a lot of the controls and mitigations that was imposed on the original permit granted by the city., So we had two initiatives that were placed on the ballot. Both initiatives, because they were placed on the ballot, didn't have to have any kind of sequel review or anything like that. The community was in a turmoil for two years, I think almost every single one in the city had either a vote yes and vote no or vote no and vote yes., And there were signs all over the City of Cupertino, yes no, or no yes. And the voters eventually voted last November, the way I hoped they would vote, which was a no, no. They rejected both initiatives. However, what I'm going to say is, it created a chaotic and confusing and inappropriate land use decision process that divided the community. Okay, it's reality. So the way we go forward on this with hopefully a good project,, a project that will hopefully be a benefit to our community, I don't know how we're going to go forward. So, these initiatives, they create chaos. Chaos in the land use process because political environment that we have today, whether it's the action, there's going to be a reaction. So, I want to know how does your bill help us in our community? And when people say there's very little that this will be the effect. I think this is a big deal, it was for my district., I mean, it created a huge impact on my district, okay? A huge impact. And it has nothing to do with advocating for affordable housing, or any of those kinds of things., It has to do with having a land use plan that hopefully will be a stable plan that everybody will follow. That every time you don't like some decision you go off and you do spend literally millions of dollars in a City of 40,000 people. Millions, you know this happens. So in campaigning one way or the other to convince voters. But anyway, that's the story I wanted to tell you., I want to hear what, how your bill helps create a more stable environment, so when we do plans we have a plan that lasts for a long time that's not amended too much. That's my goal. I want to have a land use plan that doesn't change too much. It's approved by the City Council and it doesn't change too much. That's what we want. Otherwise, we don't really have a plan because the plan can be changed any time by a number of ways and there's no real planning going on., So the state law is to encourage planning that's stable, that's consistent, that creates an even playing field. So I'm giving you my experience with the City of Cupertino. I wanted to hear how your bill would help, now it may be the other side can comment as well.","Thank you, Senator, thank you very much. It seems like to me, Senator Beall, that the experience in Cupertino is similar to what I'm experiencing in my Assembly District. I have proudly represented my Assembly District for the past five years. My Assembly District includes the City of Riverside, the City of Perris, and","Thank you. Any other witnesses in opposition that want to say goodbye? Great, any discussion with the Committee, we'll start with the world famous Senator Beall.",15972668,15972638,"[15972640, 15972644, 15972646, 15972647, 15972649, 15972650, 15972651, 15972654, 15972658, 15972660, 15972663, 15972665, 15972667]",30512
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[18729226],Member,Member,Member,31,112,31,Legislator,Bill Author,Legislator,"File Item number 10 is AB 1411. Clerk will read. Assembly Bill 1411 by Assemblymember Cristina Garcia, an act relating to health care facilities. Ms. Garcia.","Good afternoon, speaker and members. AB 10 ensures that we have access to menstrual products, tampons and pads, in girl's restrooms in Title I schools, for our most vulnerable schools. We hear stories about young girls who miss school on a regular basis, or extend the lives of their products and get infections.",Dr. Weber. Dr. Weber moves the call.,18729229,18729225,[18729226],31997
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[1602832],Not In Committee,Not In Committee,Not In Committee,38,68,68,Legislator,Bill Author,Bill Author,Anyone else?,Vice-chair as well. Can't do any better than that!,"Surely, I believe the chairman wishes to.",1602834,1602826,[1602832],1523
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"[6832630, 6832632]",Member,Member,Member,31,44,43,Legislator,Bill Author,Legislator,"Seeing no additional discussion, or, debate on the item, Dr. Weber you may close.","Yes, Mr. Speaker and members, I rise and continue to ask for your support on this particular bill. I think we could debate Prop 47 all day long, and there are many who are for, and there are many who are opposed to it. We can see all kinds of things that happen as a result of Prop 47, positive and negative. We're being asked by those who've been asked to carry out the initiative or",Vote no.,6832634,6832628,"[6832630, 6832632]",7151
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"[6832630, 6832632]",Member,Member,Member,31,44,43,Legislator,Bill Author,Legislator,"Seeing no additional discussion, or, debate on the item, Dr. Weber you may close.","Yes, Mr. Speaker and members, I rise and continue to ask for your support on this particular bill. I think we could debate Prop 47 all day long, and there are many who are for, and there are many who are opposed to it. We can see all kinds of things that happen as a result of Prop 47, positive and negative. We're being asked by those who've been asked to carry out the initiative or",Vote no.,6832634,6832628,"[6832630, 6832632]",7151
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1936334],Member,Not In Committee,Not In Committee,20,708,27,Legislator,General Public,Legislator,Briefly.,"Yes, thank you. The California Council of the American Society of Landscape Architects is obviously composed of all of the professional landscape architects in California. And you know, it's really hard to oppose Senator Pavley's bill, which I, which we don't oppose.","But I wanted to support Senator Pavley's bill moving forward out of this committee, as I think it's an important part of these discussions.",1936336,1936260,[1936334],1836
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2692546],Member,Not In Committee,Member,31,14856,108,Legislator,General Public,Legislator,"Ayes 74, Noes 0.",And senate concur with resolution 52.,"On my own time, you are just truly amazing. The gentleman from Irvine.",2695254,2692458,[2692546],4223
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2692546],Member,Not In Committee,Member,31,14856,108,Legislator,General Public,Legislator,"Ayes 74, Noes 0.",And senate concur with resolution 52.,"On my own time, you are just truly amazing. The gentleman from Irvine.",2695254,2692458,[2692546],4223
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[782467],Vice-Chair,Not In Committee,Not In Committee,26,7223,93,Legislator,General Public,Bill Author,Thank you for your testimony.,"Good morning Mr. Chair, members of the Committee. My name is Tim Sloane. I am the Program Director with the Pacific Coast Federation of Fishermen's Associations. We are the largest organization of commercial fishing men and women on the west coast, and we represent 12 ports in California and temporizing hundreds of Californians who rely on the state's marine resources for their livelihoods.",And I appreciate everyone's patience. And you can now take a drink. Thank you so much.,782469,782407,[782467],823
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[782467],Vice-Chair,Not In Committee,Not In Committee,26,7223,93,Legislator,General Public,Bill Author,Thank you for your testimony.,"Good morning Mr. Chair, members of the Committee. My name is Tim Sloane. I am the Program Director with the Pacific Coast Federation of Fishermen's Associations. We are the largest organization of commercial fishing men and women on the west coast, and we represent 12 ports in California and temporizing hundreds of Californians who rely on the state's marine resources for their livelihoods.",And I appreciate everyone's patience. And you can now take a drink. Thank you so much.,782469,782407,[782467],823
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,[11318437],Possible Vice-Chair,Not In Committee,Possible Chair,83,8516,16,Legislator,State Agency Rep,Legislator,"And we take care of about 2,500 of them in the homes.","Correct, yes sir.",Thank you Mr. Peterson do we have questions? Mr. Chavez.,11318438,11251223,[11318437],24247
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[18524481],Member,Not In Committee,Not In Committee,93,14856,14856,Legislator,General Public,General Public,"Members, aye's 39, no's 0, the measure passes. Senators, we are moving on to file item 50. Mr. Secretary, please call the absent members.","De Leon? Mitchell? Aye, Nielsen? Aye.","De Leon? Hernandez? Aye, Hertzberg? Aye, Mendoza? Aye, Mitchell? Aye, Nielsen? Aye, Skinner? Aye.",18524483,18524449,[18524481],31650
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[5909373],Member,Not In Committee,Not In Committee,64,515,18284,Legislator,General Public,State Agency Rep,"I appreciate your testimony and your frustration with the department. But I just want to be clear In terms of the ultimate goal. The ultimate goal is transition into coverage.  Seamless, seamless transition. But I would assume it's also to empower the parents to have choice.  We tip our hat to the wonderful philanthropy, Kaiser has exhibited. However for me, that doesn't trump parental choice.","And as 997 reflects, and as all of our efforts reflect, families should be informed of their choices. The irony of the current situation is, because when they apply to MediCal as best we understand it. And this, as you know better than I, very complicated area of law.","Yes, so that's standard in our messaging generally, but we did emphasize that in the outreach letter upon recommendation from stakeholders to really make that clear that none of this information would be used other than their eligibility for health care.",5909381,5920116,[5909373],6829
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1720757],Not In Committee,Not In Committee,Member,3,12263,72,Legislator,General Public,Legislator,Thank you.,"Dr Jenny Mann, naturopathic doctor in San Francisco, asking for your support of this bill.",Here.,1720759,1720509,[1720757],1633
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[2066689],Member,Not In Committee,Member,68,3073,94,Legislator,General Public,Legislator,2028? Okay.,"We are working to accelerate that, but also to deliver segments of that before that and then it ultimately gets tied together.","All right, questions, Jim? And then I'll go.",2061120,2061082,[2066689],1939
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1203354],Vice-Chair,Not In Committee,Not In Committee,61,9295,5098,Legislator,General Public,General Public,"Again, you get two witnesses in opposition. I see three at the table, but we're gonna limit it to two.","Mr. Chairman, members. My name is Vince Young and I am a property owner in San Francisco. I want to thank you for the opportunity to be here today. I am strongly opposed to Senate Bill 364 and I urge you to vote no on this bill.","When teachers live in the school district, they have a strong connection with the community, with the families, with the kids, and when folks are getting evicted, it's a real problem. We urge your support.",1203358,1203082,[1203354],1163
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[6347919],Member,Not In Committee,Member,31,14856,112,Legislator,General Public,Legislator,"The clerk will open the roll. Members this is consent calendar. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote. Clerk will close the row, tie the vote. Ayes 73, nos 0. Consent calendar is adopted. The clerk will read the remaining bills on the second day consent calendar.",Assembly bill 1767 Aye's 73 no zero. Assembly 1788. Aye's 73 no zero. Assemble 1789. Aye's 73 no zero. Assembly 1835. Aye's 73 no zero. Assemble 1859. Aye's 73 no zero. Assembly Bill 2032. Aye's 73 no zero. Assembly Bill 2056. Aye's 73 no zero.,"Victims in teen dating violence, also have an increased risk for truancy drop out, teen pregnancy, suicide, eating disorders and engaging in other harmful behaviours such as using alcohol, tobacco and other drugs. Cleary dating abuse is a major problem in communities across California so am pleased that nearly half of this Senate have joined me coaltering the fair solution. I respectfully ask for an aye vote.",6347927,6347897,[6347919],7016
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"[1766964, 1766968, 1766970, 1766974, 1766976, 1766980, 1766984]",Member,Not In Committee,Member,93,7808,103,Legislator,General Public,Legislator,"Absolutely. No no no, and I appreciate that., And again, I know that the Secretary has been working day and night on this along with Mr. Rogers, and I appreciate that., My last item on this, on the closure piece is, we are finding, my understanding, it's been a challenge to be able to find vendors to be able to participate within the regional center system., And in fact we've actually been losing vendors because of the issue of reimbursement rates., And now we are closing additional developmental centers that are gonna take, we're gonna need additional vendors to be able to house those medically fragile individuals., And we're expecting them to do it on a rate that we can't even keep vendors who are currently offering services in the system, they can't stay afloat., So, I'm concerned that we're setting ourselves up for some serious heartache if we can't keep vendors in now, and now we're trying to expand capacity.",And I expect that that will be a subject as we go through the special session of what is necessary to maintain the system.,So we'll start off with Senator McGuire.,1766988,1766744,"[1766964, 1766968, 1766970, 1766974, 1766976, 1766980, 1766984]",1675
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[3463856],Possible Chair,Not In Committee,Not In Committee,8,15751,3108,Legislator,Unlabeled,State Agency Rep,"Thank you very much director Bonem, Executive officer Landus, please.","Thank you, I'm Paula Landus, Excecutive officer of the California Water Commission. As you are aware, the Commission is tasked with among other things, the distribution of $2.7 billion for new storage in the state. You've heard a couple times already that, that money is continuously appropriated so, I will give you an update on our progress. It has been a very busy year, 2015 was not only busy, but very productive.","And I think legislators can step up with people and stakeholders in their districts and make sure they get on it with regard to the issue of local commitments and money and land, and other things, so that in fact there are proposals ready at the time that the regulations are finalized. That's my broad overview and I will be ready to answer questions with everybody else at whatever the appropriate time is.",3463858,3463808,[3463856],4767
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[326745, 349726]",Not In Committee,Not In Committee,Not In Committee,120,7542,71,Legislator,General Public,Legislator,"We have a motion and a second. Check the speak and support ., ""Move the bill""","I'm Jennifer Capitolo on behalf of the California Water Association representing 113 utilities regulated by the Public Utilities Commission, about 6 million customers or 16 percent of the population in California.",I'm also unaware of any other opposition to this bill at this time and I ask for your I vote.,349727,326743,"[326745, 349726]",361
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[2638306, 2638320, 2638324, 2638338, 2638358]",Member,Not In Committee,Member,31,14856,43,Legislator,General Public,Legislator,"With that the clerk will open the roll. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote. All members vote who desire to vote., Members, I'm prepared to lift the call on AB, pardon me, file item 30, that's AB 575. That's Mr. O'Donnell's measure. The clerk will post., All members vote who desire to vote.  All members vote who desire to vote.  All members vote who desire to vote.  All members vote who desire to vote., All members who desire to vote. All members vote who desire to vote. All members vote who desire to vote. the clerk will close the roll, tally the votes. I close a role and tally the votes with 41 votes. Okay., Okay, members we are going to move on to file item 21. That's AB 356. Clerk will read.",Assembly Bill 356 by Assembly Member Williams and others: an act relating to oil and gas.,"So that while this may seem like a simple fairness bill, this bill could have many unintended consequences. This bill could reduce our shopping in brick and mortar, drive more people to the internet, cause less overall employment, further increase our poverty rate, and have the exact opposite effect on employment that so many members on both sides of the aisle have stated that they desire. Thank you. I urge a Noe vote.",2638362,2638242,"[2638306, 2638320, 2638324, 2638338, 2638358]",4199
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"[1249713, 1249721]",Possible Chair,Not In Committee,Not In Committee,66,7678,7678,Legislator,General Public,General Public,"- I think for clarity's sake, the issue is that the 96 million dollars is for phase one and phase two which is half of the original contract which would have been 27 million dollars., So we could be looking at a 180 or 200 million dollars when we get what",#NAME?,- You're welcome.,1249731,1249711,"[1249713, 1249721]",1214
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[6324561],Member,Not In Committee,Not In Committee,59,3465,2998,Legislator,LAO,General Public,"Please show that passing 3-0 and close the roll. Moving on now to item number four, basic skills proposal, let's start with the LAO.","Judy Heiman, Legislative Analyst's Office. In January, the Governor proposed a 30 million augmentation on going for the basic skills initiative. At that time, we recommended redirecting this augmentation to an existing one time basic skills and student outcomes transformation grant program for colleges to redesign their basic skills programs. Since that time, the chancellor's office has awarded the full 60 million that was available for the grant program in funding to 43 eligible colleges.","Inmate Digital Instructional Materials, the staff recommendation is to approve as proposed. Senator Block? Aye. Senator Moorlach? Aye. Senator Allen? Aye.",6466328,6324555,[6324561],7015
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,[1449539],Member,Not In Committee,Member,44,3359,60,Legislator,LAO,Legislator,Yeah.,"So that is our, that is our rough estimate. And it depends on a number of factors and a number of assumptions we have to make.",Thank you senator. Well stated.,1422119,1422089,[1449539],1367
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,[6884583],Not In Committee,Not In Committee,Not In Committee,53,3284,15930,Legislator,State Agency Rep,State Agency Rep,"I would just wonder if as we're doing that we might provide in case in the future we want to add something else. Provide for the software in a way you could add additional. Wouldn't it make more sense to preplan for that, rather than. This is the most discussion I ever had on it, so I'm using everything you'll give me.","Miss you're right. It seems reasonable to the extent that like most IT products, from my understanding if you give it the capacity, you can add on stuff on top of it. And it does seem reasonable, but like I said, I'm not working on the project, so I can't really provide you too much detail and specifics on it. And we're still in planning phase at the moment, too.","And I think that there is concern about the ability to implement it in budget year given the lack of infrastructure. So it's likely a more long term question, budget year plus one or beyond. Because the department really, there's a lot of moving pieces here with the move towards EBT with other benefits, where this may be more appropriate than in the current infrastructure or lack thereof we have for this type of a voucher program.",6884585,6884545,[6884583],7175
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[5127808],Member,Not In Committee,Not In Committee,64,5865,7269,Legislator,General Public,General Public,"Thank you very much, next witness please, one minute.","Jennifer Greppi, Parent Voices California. And I just wanted to talk quickly about SMI and the fact that, yes, it's 2007. But it's based on 2005 numbers. And what that means is that parents, family, a single mom with two children could earn 22% more. That's 900 extra dollars that that parent could earn if the levels were bought to current. This is a huge issue and it has to be addressed this year in the budget. Thank you.","Now, any investment you make in increasing rates for CSBP, for example, then would be on the Proposition 98 side of the ledger. However, any changes to the rates that impact CSBP also impact the rates of their brethren who are funded through non-98. So, you are weighing those issues as you look at it rate increases and your funds.",5127810,5127742,[5127808],6399
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,[7652069],Vice-Chair,Not In Committee,Not In Committee,26,19460,19460,Legislator,General Public,General Public,Mr. Reid?,"Yeah, Mr. Chairman and members, Aaron Reid. I'll be very brief. This bill is actually long overdue. Our firefighters fight right alongside local firefighters and they have a completely different and a better benefit. Not only that, they get paid 30% more money, and they also work a shorter work week. 56 hours versus my CAL FIRE 72 hour work week. But this is not about the pay or the work week.","Thank you, Madam Speaker.",7652071,7690526,[7652069],7493
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[1078125],Possible Chair,Not In Committee,Member,100,8580,70,Legislator,State Agency Rep,Legislator,Thank you.,"The, the May Revise of the governor's budget released just a few hours ago at this point provides $265 million of funding for the transit intercity rail capital program. And allows us to increase funding in the, in our current call for projects from the 125 million to 290 million when combined with last year's appropriation.","And I just want to see what we can do to to join the league of civilized nations with regards to a decent passenger rail network. Thank you very much, and I would like to add that I just came back from a trip to Japan where we rode their high speed rail, their regular rail.",1078127,1077831,[1078125],1055
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[2692544, 2695252]",Member,Not In Committee,Member,31,14856,108,Legislator,General Public,Legislator,"Ayes 74, Noes 0., Ayes 74, Noes 0.",Senate concur with resolution 44.,"On my own time, you are just truly amazing. The gentleman from Irvine.",2695253,2692458,"[2692544, 2695252]",4223
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"[6343770, 6343778]",Member,Not In Committee,Member,31,14856,31,Legislator,General Public,Legislator,"Thank you, Doctor Quirk. Seeing no discussion or debate on these amendments and without objection, we may take a voice vote. All those in favor, say aye. Aye. Opposed, say nay. The ayes have it. The amendments are adopted. Bill is out to print and back on file., Members, we're dispensing with amendments. We're going to move to File Item number 83. File Item number 83, that's AB 2220, by Mister Cooper.","Assembly Bill 2220, with amendments, by Assemblymember Cooper.","Thank you, Mr. Stone. Back on the file. File items. 43 through 40, pardon me, 43 through 55, pass and retain. We've dispensed with File Item 56. Members we're going to move to File Item number 79. That's AB 2590, for the purpose of amendments.",6343784,6343686,"[6343770, 6343778]",7018
