"VOTE STATS: For any given legislator, what is the percent of bills on which they vote Aye, and the percent of bills on which they vote No, and percent of bills on which they abstain per committee on which the legislator sits."


first,last,cid,name,total,aye,noe,abst,aye_percent,noe_percent,abs_percent
Cristina,Garcia,11,Assembly Standing Committee on Governmental Organization,25,22,0,3,0.8800,0.0000,0.1200
Cristina,Garcia,18,Assembly Standing Committee on Judiciary,135,126,3,6,0.9333,0.0222,0.0444
Cristina,Garcia,21,Assembly Standing Committee on Natural Resources,137,123,13,1,0.8978,0.0949,0.0073
Cristina,Garcia,28,Assembly Standing Committee on Utilities and Commerce,62,59,0,3,0.9516,0.0000,0.0484
Cristina,Garcia,30,"Assembly Standing Committee on Water, Parks, and Wildlife",47,38,4,5,0.8085,0.0851,0.1064
Cristina,Garcia,435,Assembly Floor,1782,1721,11,50,0.9658,0.0062,0.0281
Patrick,O'Donnell,6,Assembly Standing Committee on Budget,15,15,0,0,1.0000,0.0000,0.0000
Patrick,O'Donnell,8,Assembly Standing Committee on Education,135,124,8,3,0.9185,0.0593,0.0222
Patrick,O'Donnell,19,Assembly Standing Committee on Labor and Employment,2,1,1,0,0.5000,0.5000,0.0000
Patrick,O'Donnell,23,"Assembly Standing Committee on Public Employees, Retirement, and Social Security",5,4,1,0,0.8000,0.2000,0.0000
Patrick,O'Donnell,25,Assembly Standing Committee on Revenue and Taxation,26,25,1,0,0.9615,0.0385,0.0000
Patrick,O'Donnell,27,Assembly Standing Committee on Transportation,104,90,7,7,0.8654,0.0673,0.0673
Patrick,O'Donnell,435,Assembly Floor,1782,1642,18,122,0.9214,0.0101,0.0685
Jim,Frazier,0,Assembly Standing Committee on Accountability and Administrative Review,10,10,0,0,1.0000,0.0000,0.0000
Jim,Frazier,16,Assembly Standing Committee on Insurance,25,24,0,1,0.9600,0.0000,0.0400
Jim,Frazier,27,Assembly Standing Committee on Transportation,104,92,9,3,0.8846,0.0865,0.0288
Jim,Frazier,29,Assembly Standing Committee on Veterans Affairs,31,31,0,0,1.0000,0.0000,0.0000
Jim,Frazier,435,Assembly Floor,1782,1598,58,126,0.8967,0.0325,0.0707
Ian,Calderon,3,Assembly Standing Committee on Appropriations,367,363,2,2,0.9891,0.0054,0.0054
Ian,Calderon,16,Assembly Standing Committee on Insurance,24,23,0,1,0.9583,0.0000,0.0417
Ian,Calderon,22,Assembly Standing Committee on Privacy and Consumer Protection,40,39,0,1,0.9750,0.0000,0.0250
Ian,Calderon,435,Assembly Floor,1782,1731,10,41,0.9714,0.0056,0.0230
Ed,Chau,14,Assembly Standing Committee on Housing and Community Development,35,35,0,0,1.0000,0.0000,0.0000
Ed,Chau,18,Assembly Standing Committee on Judiciary,144,137,4,3,0.9514,0.0278,0.0208
Ed,Chau,22,Assembly Standing Committee on Privacy and Consumer Protection,40,40,0,0,1.0000,0.0000,0.0000
Ed,Chau,435,Assembly Floor,1782,1754,5,23,0.9843,0.0028,0.0129
Richard,Gordon,6,Assembly Standing Committee on Budget,15,15,0,0,1.0000,0.0000,0.0000
Richard,Gordon,9,Assembly Standing Committee on Elections and Redistricting,21,19,1,1,0.9048,0.0476,0.0476
Richard,Gordon,20,Assembly Standing Committee on Local Government,100,85,2,13,0.8500,0.0200,0.1300
Richard,Gordon,22,Assembly Standing Committee on Privacy and Consumer Protection,40,40,0,0,1.0000,0.0000,0.0000
Richard,Gordon,435,Assembly Floor,1782,1655,18,109,0.9287,0.0101,0.0612
Tom,Daly,3,Assembly Standing Committee on Appropriations,336,301,2,33,0.8958,0.0060,0.0982
Tom,Daly,11,Assembly Standing Committee on Governmental Organization,25,22,0,3,0.8800,0.0000,0.1200
Tom,Daly,16,Assembly Standing Committee on Insurance,25,25,0,0,1.0000,0.0000,0.0000
Tom,Daly,27,Assembly Standing Committee on Transportation,104,93,4,7,0.8942,0.0385,0.0673
Tom,Daly,29,Assembly Standing Committee on Veterans Affairs,31,30,0,1,0.9677,0.0000,0.0323
Tom,Daly,435,Assembly Floor,1782,1645,22,115,0.9231,0.0123,0.0645
Jim,Patterson,6,Assembly Standing Committee on Budget,15,7,5,3,0.4667,0.3333,0.2000
Jim,Patterson,12,Assembly Standing Committee on Health,166,103,46,17,0.6205,0.2771,0.1024
Jim,Patterson,19,Assembly Standing Committee on Labor and Employment,27,7,17,3,0.2593,0.6296,0.1111
Jim,Patterson,25,Assembly Standing Committee on Revenue and Taxation,31,27,0,4,0.8710,0.0000,0.1290
Jim,Patterson,28,Assembly Standing Committee on Utilities and Commerce,62,33,25,4,0.5323,0.4032,0.0645
Jim,Patterson,435,Assembly Floor,1782,1059,555,168,0.5943,0.3114,0.0943
Anthony,Rendon,435,Assembly Floor,1782,1736,8,38,0.9742,0.0045,0.0213
Sharon,Runner,452,Senate Floor,1536,702,240,594,0.4570,0.1563,0.3867
John,Moorlach,48,Senate Standing Committee on Budget and Fiscal Review,48,24,23,1,0.5000,0.4792,0.0208
John,Moorlach,54,Senate Standing Committee on Governance and Finance,137,91,26,20,0.6642,0.1898,0.1460
John,Moorlach,59,Senate Standing Committee on Judiciary,194,127,37,30,0.6546,0.1907,0.1546
John,Moorlach,62,Senate Standing Committee on Public Employment and Retirement,10,3,4,3,0.3000,0.4000,0.3000
John,Moorlach,452,Senate Floor,2149,1553,515,81,0.7227,0.2396,0.0377
Steve,Glazer,47,Senate Standing Committee on Banking and Financial Institutions,2,2,0,0,1.0000,0.0000,0.0000
Steve,Glazer,48,Senate Standing Committee on Budget and Fiscal Review,24,19,0,5,0.7917,0.0000,0.2083
Steve,Glazer,55,Senate Standing Committee on Governmental Organization,64,62,1,1,0.9688,0.0156,0.0156
Steve,Glazer,58,Senate Standing Committee on Insurance,12,12,0,0,1.0000,0.0000,0.0000
Steve,Glazer,63,Senate Standing Committee on Public Safety,152,139,7,6,0.9145,0.0461,0.0395
Steve,Glazer,452,Senate Floor,1946,1822,88,36,0.9363,0.0452,0.0185
Joaquin,Arambula,10,Assembly Standing Committee on Environmental Safety and Toxic Materials,3,3,0,0,1.0000,0.0000,0.0000
Joaquin,Arambula,15,Assembly Standing Committee on Human Services,7,7,0,0,1.0000,0.0000,0.0000
Joaquin,Arambula,29,Assembly Standing Committee on Veterans Affairs,6,6,0,0,1.0000,0.0000,0.0000
Joaquin,Arambula,435,Assembly Floor,817,749,35,33,0.9168,0.0428,0.0404
